	OverallCond	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	ExterQual	ExterCond	Heating	HeatingQC	CentralAir	Electrical	KitchenQual	Functional	Fireplaces	GarageQual	GarageCond	Utilities	SalePrice
1204	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	153500
1205	7	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	2	1	SBrkr	2	6	1	4	4	0	271900
1206	4	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	107000
1207	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	200000
1208	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	4	1	SBrkr	3	6	0	4	4	0	140000
1209	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	290000
1210	5	CompShg	Wd Sdng	Wd Sdng	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	189000
1211	7	CompShg	Wd Sdng	Wd Sdng	None	2	4	GasA	2	1	SBrkr	3	6	0	4	4	0	164000
1212	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	113000
1213	9	CompShg	VinylSd	VinylSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	145000
1214	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	134500
1215	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	125000
1216	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	112000
1217	5	CompShg	CemntBd	CmentBd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	229456
1218	5	CompShg	AsbShng	AsbShng	None	3	4	GasA	2	0	SBrkr	3	6	0	5	5	0	80500
1219	5	CompShg	CemntBd	CmentBd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	91500
1220	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	115000
1221	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	134000
1222	6	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	143000
1223	3	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	4	0	FuseA	3	4	0	4	4	0	137900
1224	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	184000
1225	8	CompShg	VinylSd	VinylSd	BrkFace	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	145000
1226	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	214000
1227	8	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	147000
1228	5	CompShg	MetalSd	MetalSd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	367294
1229	5	CompShg	BrkFace	HdBoard	None	3	4	GasA	2	1	SBrkr	3	0	0	4	4	0	127000
1230	5	CompShg	Plywood	Plywood	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	190000
1231	6	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	132500
1232	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	101800
1233	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	1	1	SBrkr	3	6	0	4	4	0	142000
1234	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	0	FuseA	3	6	0	5	5	0	130000
1235	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	FuseF	3	6	0	1	1	0	138887
1236	5	CompShg	VinylSd	Wd Shng	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	175500
1237	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	195000
1238	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	3	6	0	4	4	0	142500
1239	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	265900
1240	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	224900
1241	6	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	248328
1242	6	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	2	6	2	4	4	0	170000
1243	5	CompShg	VinylSd	VinylSd	Zero	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	465000
1244	7	CompShg	BrkFace	Stucco	None	3	4	GasA	1	1	SBrkr	2	6	2	4	4	0	230000
1245	7	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	178000
1246	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	186500
1247	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	169900
1248	5	CompShg	AsbShng	AsbShng	None	3	4	OthW	1	0	SBrkr	3	6	1	1	1	0	129500
1249	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	119000
1250	5	CompShg	BrkFace	BrkFace	None	2	4	GasA	0	1	SBrkr	0	6	2	4	4	0	244000
1251	5	CompShg	VinylSd	Wd Shng	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	171750
1252	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	130000
1253	7	CompShg	Wd Sdng	Wd Sdng	None	2	4	GasA	4	1	SBrkr	2	6	2	4	4	0	294000
1254	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	165400
1255	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	FuseA	3	6	1	4	4	0	127500
1256	5	CompShg	HdBoard	HdBoard	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	301500
1257	8	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	0	5	5	0	99900
1258	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	190000
1259	8	CompShg	HdBoard	HdBoard	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	151000
1260	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	181000
1261	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	128900
1262	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	FuseA	3	3	2	4	4	0	161500
1263	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	FuseA	3	6	1	4	4	0	180500
1264	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	181000
1265	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	183900
1266	4	CompShg	Wd Sdng	Wd Sdng	None	1	4	GasA	4	0	FuseF	3	6	1	4	4	0	122000
1267	5	CompShg	Stucco	CmentBd	None	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	378500
1268	9	CompShg	Stucco	Stucco	BrkFace	3	2	GasA	0	1	SBrkr	2	6	2	4	4	0	381000
1269	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasW	4	1	FuseA	3	6	0	4	4	0	144000
1270	6	WdShake	Plywood	Plywood	None	2	4	GasA	4	1	SBrkr	2	6	1	4	4	0	260000
1271	7	CompShg	BrkFace	BrkFace	None	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	185750
1272	6	CompShg	HdBoard	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	137000
1273	7	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	2	1	SBrkr	0	6	1	4	4	0	177000
1274	6	CompShg	Wd Sdng	Wd Shng	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	139000
1275	5	Roll	AsbShng	AsbShng	Stone	3	4	GasA	2	1	FuseA	3	6	0	4	1	0	137000
1276	6	CompShg	HdBoard	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	162000
1277	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	1	1	SBrkr	3	6	1	4	4	0	197900
1278	5	CompShg	VinylSd	VinylSd	Zero	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	237000
1280	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	227000
1281	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	2	2	0	180000
1282	7	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	2	6	0	4	4	0	150500
1283	5	CompShg	MetalSd	Wd Shng	None	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	139000
1284	7	CompShg	Wd Sdng	Wd Shng	None	3	4	GasA	0	1	SBrkr	2	3	1	4	4	0	169000
1285	6	CompShg	MetalSd	MetalSd	None	3	1	GasA	0	1	FuseF	3	6	1	4	4	0	132500
1286	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	143000
1287	5	CompShg	Wd Sdng	Wd Sdng	BrkCmn	3	2	GasA	1	1	SBrkr	3	6	0	4	4	0	190000
1288	5	CompShg	CemntBd	CmentBd	None	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	278000
1289	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	281000
1290	7	CompShg	Wd Sdng	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	180500
1291	7	CompShg	CemntBd	CmentBd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	119500
1292	4	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	0	SBrkr	3	3	0	4	4	0	107500
1293	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	162900
1294	7	CompShg	WdShing	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	115000
1295	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	138500
1296	6	CompShg	MetalSd	MetalSd	BrkFace	3	2	GasA	2	1	SBrkr	3	6	0	4	4	0	155000
1297	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	140000
1298	5	ClyTile	Stucco	Stucco	Stone	0	4	GasA	0	1	SBrkr	0	6	3	4	4	0	160000
1299	7	CompShg	BrkFace	BrkFace	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	154000
1300	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	225000
1301	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	1	1	SBrkr	2	6	2	4	4	0	177500
1302	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	290000
1303	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	232000
1304	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	0	0	4	4	0	130000
1305	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	2	4	4	0	325000
1306	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	202500
1307	5	CompShg	VinylSd	VinylSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	138000
1308	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	147000
1309	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	2	6	0	4	4	0	179200
1310	8	CompShg	BrkFace	HdBoard	None	2	2	GasA	4	1	SBrkr	0	6	2	4	4	0	335000
1311	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	203000
1312	5	CompShg	Wd Sdng	Wd Sdng	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	2	2	0	302000
1313	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	333168
1314	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	119000
1315	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	2	4	4	0	206900
1316	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	295493
1317	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	208900
1318	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	275000
1319	5	CompShg	Wd Sdng	Wd Sdng	BrkFace	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	111000
1320	3	CompShg	BrkFace	BrkFace	None	3	4	GasA	2	1	SBrkr	3	6	2	4	4	0	156500
1321	6	CompShg	VinylSd	VinylSd	None	3	4	Floor	4	0	SBrkr	3	6	0	4	1	0	72500
1322	5	CompShg	HdBoard	HdBoard	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	190000
1323	7	CompShg	VinylSd	VinylSd	None	1	4	GasA	2	1	SBrkr	1	6	0	5	5	0	82500
1324	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	147000
1325	4	CompShg	AsbShng	AsbShng	None	3	4	GasA	1	0	SBrkr	3	6	0	5	5	0	55000
1326	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	2	6	0	5	5	0	79000
1327	9	CompShg	VinylSd	VinylSd	None	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	130500
1328	7	CompShg	BrkFace	Wd Sdng	None	2	2	GasW	0	1	SBrkr	3	4	2	1	4	0	256000
1329	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	176500
1330	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	227000
1331	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	132500
1332	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	1	1	1	0	100000
1333	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	125500
1334	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	2	0	4	4	0	125000
1335	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	167900
1336	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	135000
1337	4	CompShg	Wd Sdng	Wd Sdng	None	3	4	Grav	1	0	FuseA	1	6	0	5	5	0	52500
1338	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	200000
1339	7	CompShg	MetalSd	MetalSd	None	3	2	GasA	0	1	SBrkr	3	6	0	4	4	0	128500
1340	5	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	123000
1341	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	155000
1342	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	228500
1343	6	CompShg	BrkFace	Stone	None	3	4	GasA	2	1	SBrkr	3	6	1	1	1	0	177000
1344	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	155835
1345	4	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	FuseA	1	6	0	4	4	0	108500
1346	7	CompShg	BrkFace	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	1	2	4	0	262500
1347	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	283463
1348	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	215000
1349	5	CompShg	MetalSd	MetalSd	None	3	2	OthW	1	0	SBrkr	3	6	0	5	5	0	122000
1350	5	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	200000
1351	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	171000
1352	9	CompShg	MetalSd	MetalSd	None	2	4	GasA	4	1	SBrkr	3	6	0	4	4	0	134900
1353	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	410000
1354	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	235000
1355	6	CompShg	MetalSd	MetalSd	BrkFace	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	170000
1356	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	110000
1357	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	149900
1358	5	CompShg	MetalSd	MetalSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	177500
1359	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	315000
1360	6	CompShg	MetalSd	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	6	0	4	4	0	189000
1361	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	260000
1362	4	CompShg	VinylSd	VinylSd	None	3	2	GasA	2	1	SBrkr	3	6	1	4	4	0	104900
1363	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	156932
1364	5	CompShg	MetalSd	MetalSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	144152
1365	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	216000
1366	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	193000
1367	6	CompShg	CemntBd	CmentBd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	127000
1368	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	144000
1369	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	232000
1370	6	CompShg	CBlock	CBlock	None	1	4	GasA	0	1	SBrkr	3	6	0	4	4	0	105000
1371	6	CompShg	AsbShng	AsbShng	None	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	165500
1372	6	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	2	6	1	4	4	0	274300
1373	5	CompShg	VinylSd	VinylSd	BrkFace	0	4	GasA	0	1	SBrkr	0	6	2	4	4	0	466500
1374	5	CompShg	CemntBd	CmentBd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	250000
1375	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	239000
1376	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	0	SBrkr	3	6	0	1	4	0	91000
1377	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	3	3	0	4	4	0	117000
1378	5	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	83000
1379	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	Zero	2	6	0	4	4	0	167500
1380	3	CompShg	Stucco	Stucco	None	3	1	GasA	4	0	FuseF	3	6	0	4	1	0	58500
1381	7	CompShg	BrkFace	Plywood	None	3	4	GasA	0	1	SBrkr	3	6	2	4	4	0	237500
1382	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	1	SBrkr	2	6	0	4	4	0	157000
1383	7	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	0	1	SBrkr	2	6	0	4	4	0	112000
1384	5	CompShg	WdShing	Wd Shng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	105000
1385	8	CompShg	VinylSd	VinylSd	None	3	2	GasA	2	1	SBrkr	2	6	0	4	4	0	125500
1386	5	CompShg	Plywood	Plywood	BrkFace	3	4	GasA	4	1	SBrkr	2	6	2	4	4	0	250000
1387	7	CompShg	Stucco	Stucco	None	3	2	GasW	4	0	SBrkr	2	6	1	4	4	0	136000
1388	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	2	4	4	0	377500
1389	6	CompShg	Wd Sdng	Wd Sdng	None	3	2	GasA	0	1	SBrkr	3	6	1	4	4	0	131000
1390	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	235000
1391	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	4	0	4	4	0	124000
1392	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	123000
1393	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	0	0	SBrkr	3	6	1	2	4	0	163000
1394	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	246578
1395	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	281213
1396	5	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	2	2	4	4	0	160000
1397	8	CompShg	MetalSd	MetalSd	None	3	4	GasA	0	1	SBrkr	3	6	0	1	1	0	137500
1398	4	CompShg	VinylSd	Wd Sdng	None	3	4	GasA	2	1	FuseA	3	2	0	4	4	0	138000
1399	6	CompShg	WdShing	Wd Shng	None	3	4	GasA	0	1	SBrkr	2	6	1	1	4	0	137450
1400	7	CompShg	WdShing	Wd Shng	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	120000
1401	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	193000
1402	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	193879
1403	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	282922
1404	4	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	105000
1405	5	CompShg	CemntBd	CmentBd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	275000
1406	7	CompShg	HdBoard	Wd Shng	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	133000
1407	5	CompShg	HdBoard	Plywood	None	3	4	GasA	0	1	SBrkr	3	6	0	5	5	0	112000
1408	7	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	125500
1409	6	CompShg	Plywood	Plywood	BrkFace	3	2	GasA	2	1	SBrkr	3	6	1	4	4	0	215000
1410	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	230000
1411	8	CompShg	VinylSd	VinylSd	None	3	2	GasA	0	1	SBrkr	3	3	0	4	4	0	140000
1412	5	CompShg	BrkFace	Stone	None	3	4	Wall	1	0	FuseF	3	6	0	4	4	0	90000
1413	5	CompShg	VinylSd	VinylSd	Stone	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	257000
1414	7	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	2	1	SBrkr	2	6	1	4	4	0	207000
1415	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	175900
1416	6	CompShg	VinylSd	AsbShng	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	122500
1417	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	340000
1418	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	124000
1419	5	CompShg	Plywood	Plywood	BrkFace	2	2	GasA	2	1	SBrkr	2	6	1	4	4	0	223000
1420	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	2	1	SBrkr	3	6	1	4	4	0	179900
1421	5	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	127500
1422	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	136500
1423	7	Tar&Grv	Plywood	Plywood	None	2	2	GasA	4	1	SBrkr	2	6	1	2	2	0	274970
1424	5	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	2	1	4	4	0	144000
1425	6	CompShg	HdBoard	HdBoard	Stone	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	142000
1426	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	2	4	4	0	271000
1427	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	FuseA	3	6	1	4	4	0	140000
1428	7	CompShg	MetalSd	MetalSd	Stone	3	2	GasA	4	1	SBrkr	2	6	2	4	4	0	119000
1429	7	CompShg	MetalSd	MetalSd	BrkFace	2	2	GasA	0	1	SBrkr	2	6	1	4	4	0	182900
1430	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	3	6	1	4	4	0	192140
1431	6	CompShg	Plywood	Plywood	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	143750
1432	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	GasA	4	1	SBrkr	3	6	0	1	1	0	64500
1433	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	186500
1434	5	CompShg	BrkFace	BrkFace	None	3	4	GasA	1	1	SBrkr	3	6	1	4	4	0	160000
1435	9	CompShg	Wd Sdng	Wd Sdng	BrkFace	2	2	GasA	4	1	SBrkr	2	6	1	4	4	0	174000
1436	6	CompShg	HdBoard	HdBoard	None	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	120500
1437	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	394617
1438	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	4	1	FuseA	3	6	0	4	4	0	149700
1439	6	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	1	4	4	0	197000
1440	7	CompShg	MetalSd	MetalSd	None	3	4	GasA	1	1	SBrkr	3	2	1	4	4	0	191000
